term1,term2,label,related
Archivsoftware,Datumensatz,Gestalt,0
Struktur,Laufzeitinformation,Wechsel,0
Modell,Datumenbestand,Linie,0
Windows-system,Adressdaten,Anordnung,0
Tabellenform,Datenbankmodell,Aufbau,0
Internet-information,Protokolldatei,Bedeutungen,0
Verfahren,Systementwicklung,Datenbank,0
Satz,Spezialfall,Liste,0
Ereignisprotokolldatei,Zustand,Gegenstandes,0
Dokumenten-server,Anwendungsseite,Bedeutungen,0
Seite,Graphdatenbanken,Rest,0
Speicher,Information,Oberbegriff,0
Datentyp,Telemedium,Mathematik,0
Datenbeschreibung,Programm,Anordnung,0
Tracing,Edlich,Begriff,0
Datumenstruktur,Artikelnummer,Administration,0
Transaktionsprotokoll,Datenaufsichtssprache,Aussehen,0
Beschreibung,Leistungsproblem,Statistik,0
Objektdatenbanksystem,Liste,Gebäude,0
Protokolldateien,Peer-to-peer-netzwerk,Engagement,0
Zieltabelle,Streaming-media-applikation,Wechsel,0
Information,Sprache,Statistik,0
Hochschulschriftenserver,Anwendungsseite,Linie,0
Geschäftstransaktion,Fehler,Beseitigung,0
Name,Projektarchiv,Zusammensetzen,0
Tabellenform,Randdatum,Gesamtheit,0
Aufwand,Dokumentmenge,Wechsel,0
Nosql-datenbank,Logging,Systeme,0
Objektdatenbank,Zweck,Vermittlung,0
Data-warehouse-system,Transaktionsprotokoll,Schriftstück,0
Fall,Abhängigkeitsinformation,Beschreibung,0
Typ,Information,Tun,0
Datenverarbeitungssprache,Code,Kommunikationsmittel,0
Verbund,Anwendungsseite,Teil,0
Menge,Logdatei,Blatt,0
Satz,Datei,Element,0
Paket,Fehler,Varietät,0
Datumensatz,Anwendung,Liste,0
Typ,Abfragesprache,Bezeichnung,0
Netzwerk,Zieltabelle,Lebewesen,0
Datenbanksprache,Struktur,Teil,0
Laufzeitfehler,Attribut,Generation,0
Anwendungsseite,Seite,Wechsel,0
Paket,Abfragesprache,Größe,0
Sprache,Satz,Dateien,0
Ereignisprotokoll,Protokoll,Mathematik,0
Zustand,Paket,Ordnung,0
Datenbanksysteme,Transaktionsprotokoll,Masse,0
Feld,Verwaltung,Abbildung,0
Entitätstyp,Protokolldatei,Bestand,0
Publikationsserver,Logging,Beginn,0
Entwicklung,Anwendungsseite,Zen,0
Medium,Anwendungsseite,Lebewesen,0
Referenztabelle,Datenaufsichtssprache,Glied,0
Liste,Transaktionstabelle,Gesamtheit,0
Hintergrundprogramm,Entwicklung,Tier,0
Tracing,Ereignisprotokoll,Programm,0
Logging,Softwarelösung,Auskunft,0
Beginning,Netzwerkdatenbankmodell,Muster,0
Speichermedium,Relationale-datenbank-muster,Mitteilung,0
Rdf-format,Stapelverarbeitung,Sprache,0
Relationale-datenbank-muster,Anbieterserver,Administration,0
Lookup-tabelle,Satz,Muster,0
Server,Tabellenform,(,0
Protokoll,Datenbanksprache,Schrift,0
Medium,Speichermedium,Form,0
Sprache,Windows-system,Material,0
Datenbanksystem,Sprache,Gedanke,0
Transaktion,Verteilung,Engagement,0
Ascii-code,Sprache,Einrichtung,0
Transaktionsprotokoll,Dini-datenbank,Messwerte,0
Graphdatenbanken,Architektur,Abbildung,0
Fehler,Datumenmenge,Anzahl,0
Geschäftstransaktion,Projektdatum,Aufzählung,0
Datenaufsichtssprache,Kundennummer,Rückstand,0
Grafiksoftware,Primärschlüssel,Beschreibung,0
Laufzeitfehler,Protokoll,Syntagma,0
Humboldt-universität,Fehler,Angabe,0
Logdateien,Verteilungsmuster,Anordnung,0
Satz,Nettodaten,Software,0
Transaktionsprotokoll,Archivsoftware,Veränderung,0
Anwendungsseite,Nettodaten,Existenz,0
Menge,Teil,Prozess,0
Processing,Feld,Code,0
Speichermedium,Paket,Energie,0
Fehler,Programm,Verbesserung,0
Bezüglich,Ascii-code,Blickwinkel,0
Datenbankanwendung,Satz,Statistik,0
Datumenfeld,Zweck,Zusammenstellung,0
Verantwortlich,Processing,Kommunikation,0
Windows-system,Datumensatz,Blickwinkel,0
Querverweistabelle,Versionsverwaltungssystem,Bank,0
Analysezweck,Open-source-datenbank,Zusammenfassung,0
Graphdatenbanken,Hintergrundprogramm,Dateien,0
Laufzeitinformation,Dokumentenserver,Beginn,0
Quelltabelle,Nosql-datenbank,Auftritt,0
Datumensatz,Artikelnummer,Systeme,0
Nutzdaten,Datenmanipulationssprache,Bedeutungen,0
Sprache,Seite,Engagement,0
Spezialfall,Aufwand,Sammlung,0
Xml-format,Datenbank-)abfragesprache,Rang,0
Menge,Feldname,System,0
Adressliste,Zustand,Struktur,0
Fall,Datenbankanwendung,Jungtier,0
Analysezweck,Ereignisprotokoll,Syntagma,0
Format,Information,Beschwerden,0
Mastertabelle,Zweck,Vorstellung,0
Artikelnummer,Modell,Raumes,0
Satz,Master-server,Code,0
Liste,Harvesting,Beschwerden,0
Proxyserver,Sprache,Schema,0
Fehler,Tracing,Varietät,0
Server,Relationale-datenbank-muster,Programm,0
Dini-datenbank,Archiv,Name,0
Objektdatenbanksysteme,Versionsverwaltung,(,0
Server,Software,Raum,0
Anwendungsseite,Information,Programm,0
Publikation,Menge,Zusammenstellung,0
Zustand,Objektdatenbank,Daten,0
Transaktion,Seite,Sprung,0
Versionsverwaltungssystem,Protokoll,Energie,0
Zurücksetzen,Feld,Computer,0
Entwicklung,Kundennummer,Sprung,0
Nosql-datenbank,Datum,Maß,0
Verarbeitung,Nettodaten,Schema,0
Installieren,Datei,Syntagma,0
Datenbeschreibung,Seite,System,0
Paketquelle,Fehler,Körper,0
Abhängigkeitsinformation,Operations-datenbanken,Datei,0
Kundennummer,Dokumentmenge,Kommunikation,0
Data-warehouse-system,Satz,Software,0
Edlich,Netzwerkinformation,Verwenden,0
Zweck,Objektdatenbanksysteme,Raum,0
Randdatum,Zweck,Mitteilung,0
Primärschlüssel,Satz,Bank,0
Verhalten,Verfahren,Jungtier,0
Geschäftstransaktion,Fremdschlüssel,Kommunikationsmittel,0
Ereignisprotokoll,Transaktionsprotokoll,Mitteilung,0
Datenbanksprache,Satz,Zusammenstellung,0
Echtzeitauswertung,Dta-verfahren,Ausdruck,0
Satz,Feldname,Person,0
Manipulationssprache,Laufzeitfehler,Dateien,0
Fall,Teilsprache,Masse,0
Objektdatenbank,Open-source-datenbank,Rückstand,0
Laufzeitinformation,Randdatum,Verwaltung,0
Verteilung,Sprache,Lebewesen,0
Nutzdaten,Fremdschlüssel,Dateien,0
Anwendungsseite,Ereignisprotokoll,Dateien,0
Transaktion,Zustand,Vorstellung,0
Fall,Datenspeichersystem,Ausdruck,0
Relationale-datenbank-muster,Satz,Material,0
Softwareprojekt,Versionsverwaltung,Verwenden,0
Satz,Projekt,Erscheinungsform,0
Versionsverwaltung,Name,Richtung,0
Adressliste,Sperrverwaltung,Endzustand,0
Anwendung,Entitätstyp,Gegenstand,0
Satz,Universität,Anforderungen,0
Artikelnummer,Nutzdaten,Körper,0
Datei,Fehler,Klasse,0
Anwendergruppe,Datenbankanwendung,Neigung,0
Liste,Zieltabelle,Beschreibung,0
Teil,Satz,Ergebnis,0
Telemedium,Edlich,Oberbegriff,0
Eintrag,Laufzeitfehler,Lehre,0
Einsatz,Kundennummer,Beschwerden,0
Datenverarbeitungssprache,Verantwortlich,Zeichen,0
Systementwicklung,Zurücksetzen,Erscheinungsform,0
Datenbeschreibung,Geschäftstransaktion,Schrift,0
Fremdschlüssel,Manipulationssprache,Form,0
Information,Teilsprache,Richtung,0
Netzwerkinformation,Versionsverwaltung,Vermögen,0
Transaktion,Log-dateien,Ordnung,0
Fehler,Protokoll,Sammlung,0
Fehler,Ereignisprotokoll,Wechsel,0
Anwendungsseite,Tracing,Schriftstück,0
Ereignisprotokoll,Aufwand,Art,0
Protokoll,Verantwortlich,Information,0
Anwendungsseite,Datenbank-)abfragesprache,Mitteilung,0
Feld,Netzwerkinformation,Datenbanken,0
Datenänderung,Einheitlich,Außenbereich,0
Satz,Internet-information,Auftritt,0
Fall,Information,Zusammenstellung,0
Fehler,Verarbeitung,Einheit,0
Speichermedium,Csv-dateien,Verzeichnis,0
Sprache,Primärschlüssel,Zusammensetzen,0
Datumensatz,Entwicklung,Ausdruck,0
Laufzeitinformation,Abhängigkeitsinformation,Organisation,0
Datumenstruktur,Systembeschreibung,Richtung,0
Sprache,Primärschlüssel,System,0
Ascii-code,Ereignisprotokoll,Modell,0
Einsatz,Satz,Zen,0
Information,Artikelnummer,Auskunft,0
Struktur,Logdateien,Schrift,0
Programm,Information,Tun,0
Nutzdaten,Teil,Neigung,0
Speicher,Seite,Neigung,0
Server,Fall,Gestalt,0
Datumensatz,Anwendung,Mittel,0
Eda-datenbank,Datenbankmodell,Modell,0
Zweck,Denormalisierungsmuster,Hinweis,0
Datenbanksystem,Auflösungsmuster,Angabe,0
Primärschlüssel,Geschäftstransaktion,Auftritt,0
Datenverarbeitungssprache,Struktur,Material,0
Muster,Preprint-server,Tier,0
Universität,Format,Jungtier,0
Kundennummer,Ereignisprotokoll,Objekt,0
Einheitlich,Open-source-datenbank,Gesamtheit,0
Standardverhalten,Satz,Vorname,0
Archivsoftware,Batch-transaktion,Ordnung,0
Primärschlüssel,Protokoll,Zeichen,0
Artikelnummer,Verantwortlich,Gedanke,0
Datum,Datenmanipulationssprache,Datenbanken,0
Zieltabelle,E-mail-server,Gesamtheit,0
Protokolldatei,Anwendungsseite,Lebewesen,0
Laufzeitfehler,Artikelnummer,Systeme,0
Feldname,Harvesting,Erscheinungsform,0
Datenaufsichtssprache,Entwicklung,Computer,0
Harvesting,Attribut,Code,0
Teilsprache,Artikelname,Verzeichnis,0
Abhängigkeitsinformation,Fetching,Angabe,0
Analysezweck,Modell,Glied,0
Proxyserver,Peer-to-peer-netzwerk,Änderung,0
Manipulationssprache,Fehler,Anforderungen,0
Telemedium,Feldname,Datenbanken,0
Form,Datenbankanwendung,Auskunft,0
Umgekehrter,Entwicklung,Messwerte,0
Datentyp,Benutzerfehler,Blatt,0
Programmpaket,Objektdatenbanken,Entscheidung,0
Verteilungsmuster,Datenbanksystem,Engagement,0
Stapelverarbeitung,Datumenmodell,Element,0
Artikelnummer,Internet-information,System,0
Single-server,Master-server,Wesen,0
Nutzungsdatum,Entitätstyp,Statistik,0
Satz,Verteilung,Körper,0
Datenaufsichtssprache,Masseneinsatz,Verzeichnis,0
Artikelname,Laufzeitfehler,Operation,0
Zustand,Netzwerkdatenbankmodell,Tier,0
Quelle,Datei,Daten,0
Artikelname,Entwicklung,Vorname,0
Geschäftstransaktion,Datenänderung,Sprechweise,0
Anwendungsseite,Proxyserver,Arbeit,0
Fehler,Datumensatz,Information,0
Teilsprache,Fehler,Linie,0
Datenbankanwendung,Gurocksoftware,Mittel,0
Denormalisierungsmuster,Klasse,Operation,0
Verarbeitung,Einheitlich,Statistik,0
E-mail-server,Harvesting,Anordnung,0
Ereignisprotokoll,Versionsverwaltung,Statistik,0
Installationsprogramm,Tabellenform,Muster,0
Datumenmodell,Protokoll,Beseitigung,0
Fremdschlüsselbegrenzung,Medium,Stoff,0
Medium,Datei,Mittel,0
Information,Datenbanksystem,Teil,0
Zweck,Datentyp,Bank,0
Setzen,Anwendungsseite,Gegenstandes,0
Datenbankanwendung,Denormalisierungsmuster,Raumes,0
Rdf-format,Nettodaten,Gesamtheit,0
Fremdschlüssel,Entwicklung,Raumes,0
Transaktionsprotokoll,Format,Güte,0
Dokumenten-server,Fehler,Arbeit,0
Ascii-code,Geschäftstransaktion,Konstrukt,0
Processing,Blog-eintrag,Abbildung,0
Stapelverarbeitung,Datenbanksprache,Programm,0
Softwareprojekt,Klasse,Datenbanken,0
Seite,Satz,Vermittlung,0
Protokoll,Datentyp,Seite,0
Teil,Systemsoftware,Sprung,0
Manipulationssprache,Name,Element,0
Klasse,Protokolldatei,Ordnung,0
Satz,Objektklasse,Bestand,0
Artikelnummer,Proxyserver,Körper,0
Protokoll,Sicherheitsmuster,Zeichen,0
Primärschlüssel,Batch-transaktion,Vorstellung,0
Projekt,Fotodatum,Material,0
Spezialfall,Applikation,Modell,0
Teilsprache,Warning,Gefüge,0
Anbieterserver,Typbegriff,Generation,0
Nettodaten,Fehler,Verwenden,0
Warning,Netzwerkinformation,Gruppe,0
Fall,Zweck,Gegenstandes,0
Primärschlüssel,Abhängigkeitsinformation,Informationseinheit,0
Dta-verfahren,Problem,Art,0
Transaktionsprotokoll,Muster,Wesen,0
Grafiksoftware,Paketquelle,Vielzahl,0
Laufzeitinformation,Abfragesprache,Computer,0
Applikation,Fall,Blatt,0
Laufzeitinformation,Zweck,Eigenschaft,0
Abfragesprache,Datumensatz,Dateien,0
Datentyp,Eda-datenbank,Energie,0
Lastverteilung,Information,Programm,0
Abfragesprache,Medium,Erscheinungsform,0
Datumenstruktur,Programmieraufwand,Taxon,0
Transaktionsprotokoll,Systementwicklung,Tabelle,0
Masseneinsatz,Zweck,Begriff,0
Anwendungsseite,Struktur,Rückstand,0
Fehler,Adressliste,Eigenschaft,0
Datum,Datenbank-)abfragesprache,Ordnung,0
Geschäftstransaktion,Datenverarbeitungssprache,Erscheinungsform,0
Artikelnummer,Xml-format,Zeichen,0
Fetching,Laufzeitinformation,Art,0
Datenaufsichtssprache,Kundennummer,Material,0
Quelltabelle,Bestand,Zen,0
Sperrverwaltung,Entwicklung,Zusammensetzen,0
Verbund,Applikation,Messwerte,0
Xml-format,Anwendung,Gedanke,0
Spezialfall,Anwendungsseite,Schrift,0
Seite,Einsatz,Sprung,0
Dokumenten-server,Datumensatz,Datei,0
Datumenstruktur,Anwendung,Tier,0
Datenbanksprache,Anwendungsseite,Gebäude,0
Form,Modeling,Tier,0
Verarbeitung,Applikation,Abbildung,0
Kundennummer,Nosql-datenbank,Tier,0
Server,Information,Schema,0
Verfahren,Teil,Liste,0
Masseneinsatz,Artikelnummer,Aussehen,0
Benutzerfehler,Netzwerkinformation,Anordnung,0
Rdf-format,Versionsverwaltungssystem,Rechner,0
Datenverarbeitungssprache,Fremdschlüssel,Messwerte,0
Hochschulschriftenserver,Einsatz,Struktur,0
Ereignisprotokoll,Datenbanksystem,Hinweis,0
Applikation,Primärschlüssel,Rückstand,0
Information,Kundennummer,Stelle,0
Log-dateien,Opus-server,Ordnung,0
Standardverhalten,Feld,Veränderung,0
Modeling,Format,Rang,0
Edlich,Paket,Körper,0
Sprache,Transaktion,Kategorie,0
Anwendung,Fehler,Computer,0
Benutzerfehler,Anwendungsseite,Programm,0
Abfragesprache,Xml-format,Zusammensetzen,0
Anwendungsseite,Liste,Rückstand,0
Klasse,Graphdatenbanken,Generation,0
Modell,Artikelnummer,Rest,0
Csv-dateien,Geschäftstransaktion,Blatt,0
Primärschlüssel,Struktur,Tabelle,0
Verarbeitung,Referenztabelle,Sprachfamilie,0
Antimuster,Artikelnummer,Stoff,0
Paketquelle,Entwicklung,Tun,0
Information,Projektdatum,Generation,0
Leistungsproblem,Abhängigkeitsinformation,Sprechweise,0
Artikelnummer,Log-dateien,Tätigkeit,0
Verwaltung,Telemedium,Menge,0
Verbund,Feldname,Neigung,0
Stapelverarbeitung,Fremdschlüssel,Beginn,0
Auswertung,Fremdschlüssel,Kommunikation,0
Artikelnummer,Sicherheitsmuster,Mittel,0
Benutzerfehler,Verarbeitung,Zustand,0
Logdatei,Dokumenten-server,Konzept,0
Nutzungsdatum,Datenprotokollierungs-bibliothek,Tun,0
Sprache,Netzwerk,Taxon,0
Ascii-code,Upgrade,Gebäude,0
Nosql-datenbank,Programmieraufwand,Datenbanken,0
Publikationsserver,Datenbanktabelle,Gruppe,0
Hashtabelle,Objektdatenbanksystem,Bank,0
Datumenmodell,Struktur,Verbindung,0
Manipulationssprache,Anwendung,Körper,0
Problem,Zieltabelle,Form,0
Seite,Eda-datenbank,Operation,0
Federation,Transaktion,Kommunikation,0
Dini-datenbank,Dta-verfahren,Zustand,0
Schlüssel,Speichermedium,Aufzählung,0
Fehler,Paketverwaltung,Seite,0
Protokoll,Rdf-format,Computer,0
Schlüssel,Datenbank-)abfragesprache,Schema,0
Datumenmodell,Artikelnummer,Datei,0
Problem,Telemedium,Vermittlung,0
Publikationsverbund,Logdateianalyse,Masse,0
Typ,Kundennummer,Einrichtung,0
Datenmanipulationssprache,Datenbanksprache,Veränderung,0
Seite,Data-warehouse-system,Symbol,0
Stapelverarbeitung,Verfahren,Vielzahl,0
Software,Datenmanipulationssprache,Begriff,0
Objektdatenbank,Proxyserver,Aufzählung,0
Zustand,Schlüssel,Vermögen,0
Listen­form,Transaktion,Engagement,0
Anbieterserver,Artikelname,Einheit,0
Datenmanipulationssprache,Transaktion,Maß,0
Hashtabelle,Fetching,Rest,0
Adressdaten,Datenverarbeitungssprache,Zusammensetzung,0
Internet-information,Analysezweck,Oberbegriff,0
Tabellenform,Master-server,Wechsel,0
Programm,Datumensatz,Datenbanken,0
Benutzerfehler,Hochschulschriftenserver,Struktur,0
Xml-format,Datenverarbeitungssprache,Person,0
Satz,Rdf-format,Zusammenstellung,0
Protokoll,Abfragesprache,Energie,0
Entwicklung,Speichermedium,Anordnung,0
Protokoll,Datumenfeld,Existenz,0
Netzwerkinformation,Ereignisprotokoll,Ausdruck,0
Datumensatz,Geschäftstransaktion,Zusammensetzung,0
Anwendungsseite,Datumensatz,Rechner,0
Datumensatz,Zweck,Computer,0
Fehler,Protokoll,Beschreibung,0
Ereignisprotokoll,Objektklasse,Mittel,0
Systementwicklung,Transaktionsprotokoll,Konstrukt,0
Seite,Begriff,Eigenschaft,0
Ereignisprotokolldatei,Mastertabelle,Änderung,0
Datenbankanwendung,Objektdatenbank,Größe,0
Nosql-datenbank,Fremdschlüssel,Richtung,0
Querverweistabelle,Nutzdaten,Bewegung,0
Fehler,Listen­form,Element,0
Verfahren,Netzwerkinformation,Modell,0
Referenztabelle,Warning,Vermittlung,0
Datentyp,Applikation,Raumes,0
Entwicklung,Open-source-datenbank,Einheit,0
Entwicklung,Zieltabelle,Blickwinkel,0
Artikelnummer,Kundennummer,(,0
Sicherheit,Objektdatenbank,Blatt,0
Primärschlüssel,Entwicklung,Prozess,0
Sperrverwaltung,Processing,Fortbewegung,0
Datenbanksprache,Warning,Information,0
Ereignisprotokoll,Feld,Programm,0
Ereignisprotokoll,Verfahren,Datenbank,0
Entwicklung,Artikelname,Verzeichnis,0
Zweck,Geschäftstransaktion,Gestalt,0
Single-server,Tabelle,Sammlung,0
Format,Anwendungsseite,S,0
Netzwerkinformation,Seite,Wechsel,0
Datumenstruktur,Processing,Existenz,0
Artikelnummer,Einheitlich,Außenbereich,0
Blog-eintrag,Lastenverteilung,Stelle,0
Laufzeitinformation,Problem,Veränderung,0
Seite,Anwendung,Blickwinkel,0
Processing,Spezialfall,Bedeutungen,0
Medium,Fall,Kategorie,0
Denormalisierungsmuster,Ansi-sparc-architektur,Existenz,0
Entitätstyp,Hashtabelle,Blatt,0
Logging,Abfragesprache,Gruppe,0
Datenverarbeitungssprache,Information,Verwaltung,0
Fall,Datenbeschreibung,Zeichen,0
Attribut,Datenaufsichtssprache,Datenbanken,0
Datenaufsichtssprache,Passwort,Kommunikation,0
Zweck,Versionsverwaltung,Blatt,0
Manipulationssprache,Datenbanktabelle,Hinweis,0
Transaktion,Satz,Gruppe,0
Programm,Teilsprache,Vermögen,0
Einheitlich,Abhängigkeitsinformation,Wechsel,0
Anwendungsseite,Entwicklung,Computer,0
Datenverarbeitungssprache,Protokoll,Software,0
Information,Ereignisprotokoll,Teil,0
Objektdatenbank,Klasse,Wesen,0
Zweck,Transaktionsprotokoll,Neigung,0
Medium,Artikelname,Verbesserung,0
Protokoll,Randdatum,Software,0
Artikelnummer,Struktur,Programm,0
Projektarchiv,Paketquelle,Zustand,0
Adressliste,Federation,Kategorie,0
Fremdschlüssel,Ausfallsicherheit,Abbildung,0
Dini-datenbank,Liste,Arbeit,0
Anwendungsseite,Nettodaten,Beginn,0
Warning,Programmpaket,Informationseinheit,0
Analysezweck,Fehler,Gegenstandes,0
Ereignisprotokoll,Auswertung,Auskunft,0
Speicher,Datenbank-)abfragesprache,Ruf,0
Artikelnummer,Datenbankanwendung,Information,0
Zweck,Transaktion,Software,0
Datenbanksprache,Randdatum,Jungtier,0
Ausfallsicherheit,Anwendungsseite,Ruf,0
Abfragesprache,Benutzerfehler,Vorstellung,0
Einsatz,Seite,Computerprogramm,0
Inhalt,Seite,Energie,0
Hashtabelle,Fehler,Stelle,0
Laufzeitinformation,Kundennummer,Kategorie,0
Seite,Verarbeitung,Außenbereich,0
Sprache,Dini-datenbank,Außenbereich,0
Datenverarbeitungssprache,Zustand,Kommunikationsmittel,0
Telemedium,Ereignisprotokolldatei,Vorgang,0
Satz,Anwendung,Stelle,0
Ascii-code,Entwicklung,Dateien,0
Anwendungsseite,Datenbanksprache,Beschwerden,0
Problem,Bezüglich,Konzept,0
Einsatz,Datensatzbegrenzung,Energie,0
Seite,Datum,Bank,0
Sicherheit,Fehler,Eigenschaft,0
Zweck,Klasse,Vielzahl,0
Applikation,Laufzeitinformation,Güte,0
Speichermedium,Anbieterserver,Ergebnis,0
Seite,Anwendungsseite,Mathematik,0
Referenztabelle,Nosql-datenbank,Anzahl,0
Beginning,Fall,Verbindung,0
Datenbeschreibung,Mastertabelle,Aufzählung,0
Projekt,Nosql-systeme,Rest,0
Datenaufsichtssprache,Verteilungsmuster,Sachverhalt,0
Ereignisprotokoll,Paketquelle,Informationseinheit,0
Nosql-systeme,Internet-information,Ereignis,0
Leistungsproblem,Artikelnummer,Güte,0
Artikelnummer,Datenaufsichtssprache,Programm,0
Protokoll,Datentyp,Ordnung,0
Muster,Berechnungsmodell,Änderung,0
Datum,Zweck,Programm,0
Warning,Dini-datenbank,Menge,0
Problem,Transaktionsprotokoll,Einrichtung,0
Tabellenform,Zustand,Syntagma,0
Datei,Fall,Statistik,0
Satz,Fremdschlüssel,Bank,0
Seite,Laufzeitfehler,Vorgang,0
Verfahren,Primärschlüssel,Wesen,0
Datenbank-)abfragesprache,Hintergrundprogramm,Aussehen,0
Satz,Liste,Element,0
Klasse,Open-source-datenbank,Stelle,0
Logdatei,Harvesting,Gesamtheit,0
Server,Seite,Veränderung,0
Primärschlüssel,Mastertabelle,Server,0
Datumensatz,Zurücksetzen,Veränderung,0
Datenmanipulationssprache,Relationale-datenbank-muster,Auskunft,0
Adressliste,Protokoll,Anzahl,0
Verarbeitung,Datenbanksystem,Entscheidung,0
Benutzerfehler,Auswertung,Gesamtheit,0
Primärschlüssel,Datenbeschreibung,Organisation,0
Listen­form,Open-source-datenbank,Bedeutungen,0
Geschäftstransaktion,Satz,Rang,0
Datumensatz,Medium,Tier,0
Federation,Teil,Bewegung,0
Objektdatenbank,Datumensatz,Vorstellung,0
Entwicklung,Datumensatz,Gegenstandes,0
Hintergrundprogramm,Artikelnummer,Schriftstück,0
Protokoll,Sprache,Einrichtung,0
Telemedium,Transaktionsprotokoll,Muster,0
Anwendungsseite,Verfahren,Einrichtung,0
Primärschlüssel,Laufzeitinformation,Karten,0
Datenaufsichtssprache,Anwendungsseite,Aussehen,0
Ereignisprotokolldatei,Entwicklung,Rückstand,0
Datenverarbeitungssprache,Streaming-media-applikation,Einheit,0
Dokumentenserver,Auswertung,Element,0
Protokolldatei,Laufzeitfehler,Vorname,0
Manipulationssprache,Gruppe,Arbeit,0
Entwicklung,Dokumentenserver,Prozess,0
Datentyp,Mastertabelle,Symbol,0
Primärschlüssel,Projektdatum,Sachverhalt,0
Beschreibung,Listen­form,Mathematik,0
Denormalisierungsmuster,Querverweistabelle,Taxon,0
Fremdschlüssel,Anwendungsseite,Mathematik,0
Protokoll,Name,Vorname,0
Anbieterserver,Computersystem,Prozess,0
Form,Kundennummer,Struktur,0
Zweck,Schlüssel,Gegenstandes,0
Fehler,Form,Administration,0
Logging,Hintergrundprogramm,Fortbewegung,0
Transaktionsprotokoll,Kundennummer,Eigenschaft,0
Datenspeichersystem,Upgrade,Tätigkeit,0
Datumensatz,Protokoll,Einsatz,0
Xml-format,Dta-verfahren,Begriff,0
Fehler,Verfahren,Engagement,0
Struktur,Teil,Auskunft,0
Masseneinsatz,Medium,Schema,0
Transaktionsprotokoll,Projekt,Verwaltung,0
Datumensatz,Transaktionsprotokoll,Form,0
Artikelname,Open-source-datenbank,Engagement,0
Protokolldatei,Dokumentenserver,Angabe,0
Denormalisierungsmuster,Datenverarbeitungssprache,Datenbank,0
Lastenverteilung,Nosql-datenbank,Wesen,0
Fotodatum,Datenbanksysteme,Karten,0
Systementwicklung,Datenaufsichtssprache,Gedanke,0
Nutzerverhalten,Nosql-systeme,Ing,0
Installationsprogramm,Csv-dateien,Neigung,0
Satz,Systemsoftware,Maß,0
Programmzustand,Spezialfall,Lebewesen,0
Datum,Anwendung,Tier,0
Systementwicklung,Speicher,Sachverhalt,0
Datenspeicher,Medium,Vorname,0
Standardverhalten,Information,Einheit,0
Entitätstyp,Paketverwaltung,Aufbau,0
Echtzeitauswertung,Artikelnummer,Rückstand,0
Nosql-systeme,Artikelnummer,Menge,0
Verfahren,Manipulationssprache,Information,0
Fotodatum,Transaktionsprotokoll,Oberbegriff,0
Ereignisprotokolldatei,Paket,Informationseinheit,0
Universitäts-website,Teil,Raumes,0
Setzen,Abfragesprache,Teil,0
Medium,Nutzungsdatum,Person,0
Anwendungsseite,Zweck,Ereignis,0
Lastverteilung,Datei,Sprachfamilie,0
Fall,Projekt,Größe,0
Programmzustand,Transaktionsprotokoll,Ereignis,0
Zweck,Datum,Maß,0
Processing,Windows-system,Anzahl,0
Quellcodedateien,Kundennummer,Raum,0
Seite,Rdf-format,Konzept,0
Transaktionsprotokoll,Rdf-format,Modell,0
Software,Transaktionsprotokoll,Systeme,0
Kundennummer,Protokolldatei,Informationseinheit,0
Nutzdaten,Sprachteil,Kommunikation,0
Systementwicklung,Datenbanksprache,Gegenstand,0
Tabellenform,Zweck,Wechsel,0
Benutzerfehler,Fehler,Sammlung,0
Humboldt-universität,Warning,Tabelle,0
Protokoll,Feldname,Seite,0
Ansi-sparc-architektur,Verteilung,Folge,0
Masseneinsatz,Logdatei,Gegenstandes,0
Medium,Auflösungsmuster,Aufzählung,0
Klasse,Abfragesprache,Art,0
Datumensatz,Satz,Verwaltung,0
Laufzeitfehler,Ereignisprotokoll,Software,0
Versionsverwaltung,Artikelnummer,Vorname,0
Datenaufsichtssprache,Netzwerk,Folge,0
Verarbeitung,Schlüssel,Ausdruck,0
Code,Ausfallsicherheit,Liste,0
Processing,Problem,Glied,0
Anwendungsprogramm,Abfragesprache,Liste,0
Open-source-datenbank,Objektdatenbankmodell,Seite,0
Berechnungsmodell,Rdf-format,Material,0
Nutzungsdatum,Artikelnummer,Sprechweise,0
Attribut,Zweck,Symbol,0
Adressdaten,Fehler,Mitteilung,0
Masseneinsatz,Transaktionsprotokoll,Blatt,0
Opus-server,Datumensatz,Stelle,0
Liste,Transaktionsprotokoll,Beseitigung,0
Operations-datenbanken,Server,(,0
Transaktionsprotokoll,Problem,Hinweis,0
Xml-format,Liste,Vermittlung,0
Format,Netzwerkinformation,Blickwinkel,0
Verteilungsmuster,Form,Server,0
Transaktionsprotokoll,Kundennummer,Messwerte,0
Relationale-datenbank-muster,Objektdatenbank,Existenz,0
Seite,Kundennummer,Name,0
Abhängigkeitsinformation,Abfragesprache,Vorgang,0
Protokoll,Feld,S,0
Zweck,Satz,Tier,0
Modeling,Denormalisierungsmuster,S,0
Ereignisprotokoll,Objektdatenbankmodell,Systeme,0
Kundennummer,Nutzungsdatum,Ergebnis,0
Netzwerkinformation,Ereignisprotokoll,Element,0
Spezialfall,Muster,Symbol,0
Nosql-datenbank,Lösung,Aufbau,0
Objektdatenbank,Teilsprache,Code,0
Primärschlüssel,Schlüssel,Tätigkeit,0
E-mail-server,Spezialfall,Bank,0
